run_id,player_count,matchup,game_index,winner_agent,p1_agent,p1_vp,p2_agent,p2_vp,p3_agent,p3_vp,p4_agent,p4_vp,total_turns
20260420_231209,4,random+heuristic+monte_carlo+mcts,6,mcts,random,3,heuristic,7,monte_carlo,5,mcts,10,115
20260420_231209,4,random+heuristic+monte_carlo+mcts,7,heuristic,random,3,heuristic,10,monte_carlo,6,mcts,6,130
20260420_231209,4,random+heuristic+monte_carlo+mcts,8,heuristic,random,2,heuristic,10,monte_carlo,6,mcts,5,125
20260420_231209,4,random+heuristic+monte_carlo+mcts,9,monte_carlo,random,3,heuristic,8,monte_carlo,10,mcts,3,80
20260420_231209,4,random+heuristic+monte_carlo+mcts,10,heuristic,random,2,heuristic,11,monte_carlo,5,mcts,5,94
20260420_231209,4,random+heuristic+monte_carlo+mcts,11,mcts,random,2,heuristic,6,monte_carlo,4,mcts,10,68
20260420_231209,4,random+heuristic+monte_carlo+mcts,12,mcts,random,3,heuristic,6,monte_carlo,7,mcts,10,201
20260420_231209,4,random+heuristic+monte_carlo+mcts,13,heuristic,random,2,heuristic,10,monte_carlo,7,mcts,7,135
20260420_231209,4,random+heuristic+monte_carlo+mcts,14,heuristic,random,2,heuristic,10,monte_carlo,3,mcts,5,93
20260420_231209,4,random+heuristic+monte_carlo+mcts,15,monte_carlo,random,2,heuristic,8,monte_carlo,11,mcts,5,124
20260420_231209,4,random+heuristic+monte_carlo+mcts,16,heuristic,random,3,heuristic,10,monte_carlo,7,mcts,7,126
20260420_231209,4,random+heuristic+monte_carlo+mcts,17,mcts,random,1,heuristic,6,monte_carlo,6,mcts,10,108
20260420_231209,4,random+heuristic+monte_carlo+mcts,18,mcts,random,2,heuristic,6,monte_carlo,4,mcts,10,89
20260420_231209,4,random+heuristic+monte_carlo+mcts,19,heuristic,random,2,heuristic,10,monte_carlo,5,mcts,2,72
20260420_231209,4,random+heuristic+monte_carlo+mcts,20,heuristic,random,1,heuristic,10,monte_carlo,2,mcts,6,103
20260420_231209,4,random+heuristic+monte_carlo+mcts,21,monte_carlo,random,2,heuristic,9,monte_carlo,10,mcts,7,102
20260420_231209,4,random+heuristic+monte_carlo+mcts,22,heuristic,random,2,heuristic,10,monte_carlo,4,mcts,3,94
20260420_231209,4,random+heuristic+monte_carlo+mcts,23,mcts,random,3,heuristic,8,monte_carlo,5,mcts,10,144
20260420_231209,4,random+heuristic+monte_carlo+mcts,24,heuristic,random,2,heuristic,10,monte_carlo,4,mcts,7,106
20260420_231209,4,random+heuristic+monte_carlo+mcts,25,monte_carlo,random,1,heuristic,5,monte_carlo,10,mcts,6,115
20260420_231209,4,random+heuristic+monte_carlo+mcts,26,monte_carlo,random,4,heuristic,5,monte_carlo,10,mcts,3,105
20260420_231209,4,random+heuristic+monte_carlo+mcts,27,heuristic,random,3,heuristic,10,monte_carlo,8,mcts,6,146
20260420_231209,4,random+heuristic+monte_carlo+mcts,28,monte_carlo,random,2,heuristic,10,monte_carlo,6,mcts,6,133
20260420_231209,4,random+heuristic+monte_carlo+mcts,29,monte_carlo,random,7,heuristic,7,monte_carlo,10,mcts,6,151
20260420_231209,4,random+heuristic+monte_carlo+mcts,30,heuristic,random,4,heuristic,10,monte_carlo,4,mcts,5,121
20260420_231209,4,random+heuristic+monte_carlo+mcts,31,mcts,random,3,heuristic,8,monte_carlo,9,mcts,10,170
20260420_231209,4,random+heuristic+monte_carlo+mcts,32,heuristic,random,3,heuristic,10,monte_carlo,5,mcts,3,104
20260420_231209,4,random+heuristic+monte_carlo+mcts,33,heuristic,random,2,heuristic,10,monte_carlo,5,mcts,8,69
20260420_231209,4,random+heuristic+monte_carlo+mcts,34,heuristic,random,2,heuristic,11,monte_carlo,3,mcts,7,132
20260420_231209,4,random+heuristic+monte_carlo+mcts,35,mcts,random,3,heuristic,7,monte_carlo,8,mcts,10,138
20260420_231209,4,random+heuristic+monte_carlo+mcts,36,heuristic,random,2,heuristic,10,monte_carlo,4,mcts,3,158
20260420_231209,4,random+heuristic+monte_carlo+mcts,37,monte_carlo,random,2,heuristic,8,monte_carlo,10,mcts,8,127
20260420_231209,4,random+heuristic+monte_carlo+mcts,38,heuristic,random,4,heuristic,10,monte_carlo,8,mcts,6,188
20260420_231209,4,random+heuristic+monte_carlo+mcts,39,monte_carlo,random,5,heuristic,8,monte_carlo,10,mcts,2,147
20260420_231209,4,random+heuristic+monte_carlo+mcts,40,mcts,random,1,heuristic,5,monte_carlo,5,mcts,10,88
20260420_231209,4,random+heuristic+monte_carlo+mcts,41,mcts,random,2,heuristic,8,monte_carlo,6,mcts,10,163
20260420_231209,4,random+heuristic+monte_carlo+mcts,42,mcts,random,2,heuristic,6,monte_carlo,6,mcts,10,102
20260420_231209,4,random+heuristic+monte_carlo+mcts,43,heuristic,random,3,heuristic,10,monte_carlo,7,mcts,4,112
20260420_231209,4,random+heuristic+monte_carlo+mcts,44,mcts,random,2,heuristic,9,monte_carlo,2,mcts,10,81
20260420_231209,4,random+heuristic+monte_carlo+mcts,45,monte_carlo,random,1,heuristic,5,monte_carlo,10,mcts,7,96
20260420_231209,4,random+heuristic+monte_carlo+mcts,46,heuristic,random,2,heuristic,10,monte_carlo,7,mcts,8,190
20260420_231209,4,random+heuristic+monte_carlo+mcts,47,heuristic,random,4,heuristic,10,monte_carlo,6,mcts,6,150
